episode_id,total_return,edu_return,ind_return,episode_length,final_kl_divergence,final_clip_fraction
0,11.727743896332239,6.8076720291493835,4.920071867182855,30,0.0,0.0
1,11.404773705876377,6.133562339991946,5.271211365884431,30,0.0,0.0
2,11.3006799630163,6.43163907615711,4.86904088685919,30,0.0,0.0
3,11.007514648664976,6.236427495692253,4.771087152972724,30,0.0,0.0
4,11.3006799630163,6.43163907615711,4.86904088685919,30,0.0,0.0
5,11.007514648664976,6.236427495692253,4.771087152972724,30,0.0,0.0
6,11.3006799630163,6.43163907615711,4.86904088685919,30,0.0,0.0
7,11.007514648664976,6.236427495692253,4.771087152972724,30,0.0,0.0
8,11.3006799630163,6.43163907615711,4.86904088685919,30,0.0,0.0
9,11.007514648664976,6.236427495692253,4.771087152972724,30,0.0,0.0
